0.21	0.35
0.3	0.38
0.27	0.43
0.21	0.21
0.24	0.17
0.26	0.42
0.38	0.24
0.3	0.46
0.12	0.16
0.32	0.33
0.33	0.42
0.21	0.17
0.24	0.18
0.32	0.33
0.28	0.29
0.33	0.18
0.23	0.2
0.18	0.16
0.32	0.16
0.29	0.25
0.18	0.3
0.3	0.25
0.27	0.48
0.25	0.37
0.22	0.22
0.27	0.46
0.2	0.14
0.3	0.24
0.21	0.41
0.32	0.2
0.21	0.18
0.23	0.2
0.33	0.41
0.42	0.37
0.23	0.35
0.19	0.21
0.26	0.2
0.26	0.31
0.21	0.35
0.22	0.31
0.24	0.28
0.16	0.35
0.2	0.15
0.19	0.23
0.18	0.4
0.38	0.23
0.22	0.46
0.25	0.31
0.19	0.28
0.17	0.21
